게시순번,제목,내용,등록일,관련기관명
"419,779","SR, 2020년 신입·경력직 채용","SR, 2020년 신입경력직 채용- 총 43명(신입17, 경력26) 블라인드 채용  10.9.(금)까지 온라인 접수SRT 운영사 SR(대표이사 권태명)은 2020년 신입 및 경력사원 43명을 공개 채용한다.SR은 이번 신입직 채용에서 일반전형 3명, 보훈전형 10명, 장애인전형 4명으로 총 8개 모집분야에서 17명을 선발한다.경력직은 철도안전, 세무회계, SRT앱, 정보시스템 관리, 승무분야 등 총 10개 모집분야에서 26명을 선발한다.SR은 이번 채용과정에서 사진, 학력, 가족관계, 출신지 등 편견이 개입될 수 있는 사항을 없앴으며, 직무관련 자격교육경험 등 직무 관련 필수요소 중심의 블라인드 전형방식을 적용한다.지원서 접수기간은 9월 24일(목)부터 10월 9일(금) 17시까지며, 채용 모집분야, 직무, 전형 방법 및 채용일정 등 자세한 사항은 채용홈페이지(srail.recruiter.co.kr) 채용공고에서 확인할 수 있다.권태명 SR 대표이사는 이번 채용에 SR 인재상인 전문성을 바탕으로, 끊임없이 도전하고 소통해 탁월한 성과를 창출하는 인재가 많이 지원하길 바란다.라며, 투명하고 공정한 채용을 통해 철도 산업의 경쟁력을 높이고, 대한민국 철도의 미래를 이끌어갈 인재들을 선발하겠다.라고 밝혔다.",2020.9.28,(주)SR
"419,689",SRT 추석 열차 무임승차 단속 대폭 강화,"SRT 추석 열차 무임승차 단속 대폭 강화- 철도사법경찰대 공조 순회 강화  부가금 최대 30배까지 엄정 수수코로나19 감염증에 따른 사회적 거리두기를 위해 추석연휴 SRT 좌석을 창가 쪽만 판매하는 가운데 SR이 무단 승차를 막기 위해 총력을 기울인다.SR(대표이사 권태명)은 연휴기간 동안 본사 직원들이 열차에 탑승해 차내 질서 유지를 안내할 계획이라고 24일(목) 밝혔다.SR은 추석 명절 창가좌석 유지를 위해 일행이더라도 옆 좌석에 앉지 않도록 유도하고 철도특별사법경찰대와 공조를 통한 순회도 강화할 계획이다.사회적 거리두기를 위해 예년 명절에 운영하던 입석 승차권도 판매하지 않는다.특히 창가 쪽 좌석만 판매함에 따라 열차표 없이 승차하지 않도록 고객안내를 강화하고, 만일 표 없이 탄 승객이 있을 경우 약관이 정한 부가운임을 엄정하게 적용할 계획이다.SR여객운송약관은 사안이 중대하고 부정승차의 의도가 있다고 판단되는 경우 최대 30배까지 부가운임을 부가할 수 있도록 규정하고 있다.SR 최덕율 영업본부장은 무단승차하는 고객이 발생할 경우 방역당국과 SR이 애써 마련한 창가좌석 판매를 통한 거리두기 노력이 빛을 바랠 수 있다.라며, 특히 이번 추석에는 승차권 없이 승차할 경우 다른 이용 고객에게 큰 불편을 초래할 수 있는 만큼 무표 승차를 자제해 달라고 요청했다.SR은 코로나19 예방을 위한 상시 방역도 강화한다. 열차와 역사에 대한 특별방역은 물론 화장실, 의자, 핸드레일, 접이식 테이블, 간이의자, 캐리어 보관함 등 고객의 손이 닿는 모든 곳을 꼼꼼하게 닦아내고, 운행 중에도 객실장과 승무원이 승강문, 화장실 손잡이 등에 수시로 소독제를 뿌린다.SR은 탑승고객에게도 사회적 거리두기 유지와 마스크 착용, 객실내 음식물 섭취 자제, 손 소독 등 개인방역을 철저하게 지키며 SRT를 이용하도록 안내할 계획이다.SR은 코로나19 확산 방지를 위해 올해 추석명절 운행하는 SRT의 좌석 중 창가 쪽만 판매했으며, 18만3천여석 중 12만5천여석이 판매돼 예매율은 67.9%를 기록했다. 예매율은 예년과 비슷한 수준이지만 공급좌석이 절반 가까이 줄었다.",2020.9.25,(주)SR
"419,688","SR, 지역농가 상생 위한 농산물 장터 운영","SR, 지역농가 상생 위한 농산물 장터 운영- SRT수서역에 24, 25일 이틀간  판로제공 통해 지역농가 살리기 나서SRT 운영사 SR(대표이사 권태명)은 24일(목), 25일(금) 이틀간 수서역에서 지역 농가 자치회(회장 최복식)와 협력해 전국 각지 농특산물 판매장터를 운영한다.SR은 수서역 유휴공간을 활용한 판매장터 운영을 통해 굴비, 표고버섯, 건어물, 잡곡 등 지역농가 농특산품 판로를 제공하며, 수익금 일부는 지역 농가 자치회와 함께 수해 특별 재난구역에 공동 기부하기로 했다.SR은 농특산물 장터 운영을 통한 판로지원을 시작으로 온오프라인 채널을 지역 농특산물 홍보 플랫폼으로 활용하는 등 지역농가 경제지원을 위한 상생협력체계 구축에 나설 예정이다.이번 행사는 코로나19로 판로를 잃은 농가 지원을 위한 행사인 만큼, 감염병 확산 방지를 위해 행사장은 1일 3회 방역하고, 출입구 열화상 카메라 설치, 대기줄 거리두기, 마스크 의무 착용 등 질병관리청의 방역체계를 엄격히 준수할 예정이다.권태명 SR 대표이사는 코로나19로 인해 어려움을 겪는 농가에 유통판로를 지원하고, 발생한 수익금으로 최근 수해를 입은 농가를 돕는 선순환적 상생을 취지로 이번 행사를 준비했다.라고 밝혔다.",2020.9.25,(주)SR
"419,687","공항철도, 추석맞이 취약계층에 사랑나눔 실천","공항철도, 추석맞이 취약계층에 사랑나눔 실천- 지역사회와 함께 코로나 위기 극복임직원 동참 매칭그랜트로 총 1천 8백만원 기부공항철도(주)는 대명절인 추석을 앞두고 다양한 기부 활동을 통해 지역사회 소외계층에 대한 나눔실현을 펼친다고 24일 밝혔다.24일에는 송인성 부사장이 인천시의 코로나19 전담 병원으로 지정된 인천의료원을 찾아가 방역용품 등을 직접 전달하고, 감염병 방역의 최전선을 지키며 헌신하고 있는 의료진과 직원들에게 감사와 격려의 마음을 전했다.오는 28일에는 검암경서동 행정복지센터와 인천서구자원봉사센터를 통해 지역 내 취약계층 다자녀가정에 온라인 학습 지원을 위한 모바일기기를 제공하고, 중고등학생이 있는 6가구를 선정해 장학금을 지급하는 등 총 800만원의 장학사업을 펼친다.또한 코로나19 장기화로 중단된 무료 급식 서비스로 인해 경제적 어려움을 겪고 있는 인천시 서구 내 독거노인과 장애인 등 취약계층에게 도시락을 지원하는 활동도 준비하고 있다.이번 성금은 공항철도 임직원들이 사회 공헌 활동을 위해 매월 급여의 일부를 모아 조성한 러브펀드 기금과 회사의 매칭그랜트 기금으로 마련되었다.송인성 부사장은 명절은 취약계층이 상대적으로 소외감을 받을 수 있는 시기라며 요즘과 같이 코로나19로 힘든 시기에 조금이나마 위로의 마음을 전하고자 계속해서 후원활동을 이어나가겠다고 말했다.",2020.9.25,공항철도
"419,686","한국철도 부산경남본부, 『추석맞이 나눔활동』 시행","한국철도 부산경남본부, 『추석맞이 나눔활동』 시행한국철도 부산경남본부(본부장 김기태) 봉사회는 이번 달 24일에 새빛기독보육원에서 『추석맞이 나눔활동』을 시행했다고 밝혔다.이번 활동은 한가위를 맞아 전통시장에서 과일세트를 비롯하여 냉장고, 탈수기 등 보육원에서 필요한 가전제품을 후원하였다.코레일 부산경남본부봉사단 소속 각 봉사회는 9월 추석을 맞이하여 지역 내 노인복지센터, 아동복지센터, 장애인복지센터 등과 연계하여 코로나로 인한 무거운 분위기 속에서도 사회배려계층이 추석을 따뜻하게 맞이할 수 있도록 집수리 봉사활동 및 후원물품 나눔활동을 진행하고 있다.김기태 본부장은 직원들의 작은 정성이 모여 소외계층에게 풍성한 추석과 큰 행복을 줄 수 있게 되길 바란다 며 앞으로도 복지 사각지대에 놓인 지역 내 모든 주민이 수혜 받을 수 있도록 다양한 사회공헌 활동을 지속적으로 시행하겠다.고 밝혔다.이인경 기자 ink1027@hanmail.net[출처 : 레일뉴스(http://www.itrailnews.co.kr/)]",2020.9.25,레일뉴스
"419,685","광주도시철도, 마음 나누는 한가위","광주도시철도, 마음 나누는 한가위광주도시철도공사(사장 윤진보) 노사는 24일 KEB하나은행 호남영업그룹(총괄대표 정민식)과 함께 가정폭력 피해자 보호시설인 광주YWCA 솔빛타운과 광주 북구 장애인직업재활센터를 찾아 쌀, 마스크, 생필품 등 추석맞이 위문품을 전달하는 노사민 공동 나눔 활동을 펼쳤다.이에 앞서 공사는 지난 22일 코로나로 어려움을 겪고 있는 전통시장 활성화를 위해 양동시장에서 추석 장보기 행사를 실시하는 등 다각적인 사회공헌을 펼치고 있다.이와 관련 공사 관계자는 코로나로 인해 여러모로 힘든 상황이지만, 이웃들이 힘을 내길 바라는 마음으로 사회공헌을 펼치고 있다면서 광주시민 모두가 마음만은 그 어느 때보다 가까운 추석을 보내시기 바란다고 말했다.이인경 기자 ink1027@hanmail.net[출처 : 레일뉴스(http://www.itrailnews.co.kr/)]",2020.9.25,레일뉴스
"419,684","한국철도 대전충청본부, 박명복기관사 운전무사고 100만키로 달성","한국철도 대전충청본부, 박명복기관사 운전무사고 100만키로 달성한국철도 대전충청본부 대전기관차승무사업소(소장 배영규)는 9월 22일 23시 41분 제천역에 도착하는 제1715 무궁화열차로 운전무사고 100만키로를 달성한 박명복(59)기관사의 축하행사를 가졌다고 밝혔다.박명복기관사는 1990년 기관사로 임용된 후 열차안전운행에 최선을 다 한 결과 31년 만에 대전기관차승무사업소에서 187번째로 운전무사고 백만키로를 달성하게 된 것이다.이번 행사는 코로나19 사회적 거리두기 2단계로 동료직원들 일부가 참석한 가운데 약식으로 진행됐고, 한국철도공사는 박 기관사의 무사고 공적을 격려하고자 사장표창과 함께 포상금을 수여할 예정이다.한국철도 대전기관차승무사업소장 배영규는 축사에서 31년 동안 한건의 사고도 없이 백만키로를 달성한 박명복 기관사를 격려하며, 오늘의 영광은 안전운행에 최선을 다한 노력의 결과이다며, 앞으로도 안전수송과 고객만족을 목표로 하는 기관사의 사명을 다하자고 말했다.이인경 기자 ink1027@hanmail.net[출처 : 레일뉴스(http://www.itrailnews.co.kr/)]",2020.9.25,레일뉴스
"419,683","한국철도 천안역, 미혼모의 건강한 자립을 응원합니다!","한국철도 천안역, 미혼모의 건강한 자립을 응원합니다!△ 한국철도 천안역에서 비대면 후원물품을 전달한 사진한국철도 대전충청본부 천안역 사랑의 디딤돌 봉사회(회장 김현구)는 9월 22일 미혼모 자립센터인 새소망의 집에서 비대면(Untace, 언택트) 사회공헌활동을 시행했다.천안에 소재한 새소망의 집은 미혼모의 준비되지 않는 임신에 따른 출산, 모자 간 자립까지의 활동을 도와주는 여성가족복지기관으로 타 기관에 비해 도움이 많이 부족해 어려움을 겪고 있다.천안역의 이번 나눔 활동은 코로나19로 위축된 기업들의 기부활동을 활성화하고자 시행했으며, 현 상황을 감안 비대면 후원물품 지원, 봉사자간 2m 거리두기 유지하며 시설 외부에 대한 환경정화활동을 시행했다.김현구 천안역장은 코로나19에 따른 국민들의 경제적 어려움으로 나눔의 손길이 부족해진 미혼모에게 따뜻한 기부가 되길 바란다며 앞으로도 다양한 사회적 취약계층에 관심을 갖고 나눔활동을 이어나가겠다고 말했다.이인경 기자 ink1027@hanmail.net[출처 : 레일뉴스(http://www.itrailnews.co.kr/)]",2020.9.25,레일뉴스
"419,682","한국철도 서대전역, 안전을 담다, 아름다움을 담다","한국철도 서대전역, 안전을 담다, 아름다움을 담다- 안전문화 확산 및 아름다운 철도사진 전시회 개최한국철도 대전충청본부 서대전역(역장 홍영신)은 대전서부소방서와 공동으로 9월 23일부터 7일간 철도가 그리는 아름다운 세상 사진과 재난안전 사진 전시회를 서대전역에서 개최한다고 밝혔다.전시하는 사진은 지역 소방 활동, 자연재난 공모전 수상작 30여점과 제10회 철도사진 공모전 대상 수상작인아쉬움을 포함한 작품 20여점이다.이번 전시회는 당초 심폐소생술 체험, 소화기 사용법 등 체험 행사도 함께 기획했으나, 코로나19로 사진 전시회만 추진하게 됐다.전시회와 함께 서대전역과 서부소방서는 현재 추진 중인고향집, 주택용 소방시설 선물하기비대면 홍보활동을 병행하여 진행한다.주택용 소방시설은 화재를 초기에 진압하는 소화기와 화재 발생 시 연기나 열 등을 감지해서 화재 발생을 알리는 화재경보 감지기로, 주택용 소방시설 설치 홍보를 통하여 주택화재로 인한 인명재산 피해를 최소화하는데 기여하고자 한다.홍영신 서대전역장은 이번 전시가 코로나19로 지친 고객의 마음을 위로함과 동시에 생활 안전 문화 확산에 도움이 되길 바란다고 말했다.이인경 기자 ink1027@hanmail.net[출처 : 레일뉴스(http://www.itrailnews.co.kr/)]",2020.9.25,레일뉴스
"419,681","한국철도, 사회적 배려계층 추석맞이 나눔 펼쳐","한국철도, 사회적 배려계층 추석맞이 나눔 펼쳐- 대전 전통시장서기업과 전통시장이 함께하심사회공헌 활동△ 한국철도가 24일 대전 중구 문창시장에서 대전시를 비롯한 7개 기관과 함께 추석맞이 물품세트를 만들어 취약계층에게 전달했다.■ 한국철도가 24일 대전 중구 문창시장에서 취약계층을 위한 추석맞이 물품세트 기업과 전통시장이 함께하심 키트를 제작해 200가구에 전달했다고 밝혔다.■ 이번 활동은 한가위를 맞아 대전시를 비롯한 7개 기관이 참여해 과일, 다과 등 추석 용품과 마스크를 구매한 후 한부모가정에게 응원의 메시지를 담아 후원하는 봉사활동이다.■ 전달식에 앞서 한국철도 직원은 마스크를 착용하고 2m 간격유지 등 사회적 거리두기 지침을 준수하며 선물 포장에 참여했다.■ 정왕국 한국철도 부사장은 코로나로 어려움을 겪는 전통시장과 사회적 배려계층 모두가 따뜻한 추석 명절을 보내기를 바라는 마음으로 이번 활동을 마련했다며 지역사회에 꼭 필요한 사회공헌 활동을 지속적으로 펼치겠다고 말했다.",2020.9.25,한국철도공사
"419,680","국가철도공단, 한·불 궤도분야 공동연구 협약 체결","국가철도공단, 한불 궤도분야 공동연구 협약 체결- 프랑스 국영철도(SNCF)와 고속철도 선로 개량 공동연구 시행■ 국가철도공단(이사장 김상균)은 한국철도공사 및 한국철도기술연구원과 공동으로 프랑스 국영철도(SNCF)와 고속철도 개량에 관한 공동연구 협약을 체결했다고 24일(목) 밝혔다.■ 이번 공동연구는 개통 후 약 40년이 지난 프랑스 파리리옹 구간(573km) 노후 고속철도 선로개량사업을 시행하고 유지보수 최적화를 위해 프랑스 국영철도(SNCF)에서 공동연구를 제안하여 추진하는 것으로,○ 한국과 프랑스는 고속철도 궤도 운영성능 비교 등 4개 과제를 선정하고 운영위원회 및 워킹그룹을 구성하여, 고속철도 궤도 개량공사 및 유지보수 효율성 등에 대한 기술 노하우를 공유하고 최적의 개선방안을 도출할 계획이다.■ 김상균 이사장은 공단은 경부고속철도 건설 당시 프랑스 등 해외로부터 기술자문을 받았으나, 이제는 해외 고속철도 선진국으로부터 공동연구 요청을 받을 만큼 고속철도 기술력이 획기적으로 발전했다며,○ 그동안 축적한 고속철도 건설기술 및 노하우를 바탕으로 국내 기업의 해외진출을 적극 지원하고 선도할 수 있도록 최선을 다하겠다.고 말했다.",2020.9.25,국가철도공단
"419,679",부산교통공사 ‘국가핵심기반 재난관리평가’ 2년 연속 우수,"부산교통공사 국가핵심기반 재난관리평가 2년 연속 우수- 국토부 주관 국가핵심기반 재난관리평가, 올해도 교통수송분야 A등급 달성- 안전 도시철도 위상 강화... 코로나 19 지역 사회 전파 차단에 총력부산교통공사(사장 이종국)는 국토교통부에서 실시한 2020년 국가핵심기반 재난관리평가 교통수송분야에서 2년 연속 우수기관으로 선정됐다고 24일 밝혔다.국가핵심기반 재난관리평가는 재난 및 안전관리기본법에 의해 2010년부터 교통수송 분야를 포함한 정보통신, 에너지 등 총 8개 분야 국가핵심기반 시설로 지정된 124개 기관을 대상으로 국가 핵심기능 연속성 확보를 위한 보호계획 수립절차 준수, 보호계획 실행실적 등 14개 평가지표 및 가감점을 평가한다.공사는 △ 철통방역 및 선제적 조치를 통한 감염병 확산 저지 △ 드론을 활용한 도시철도 안전점검 강화 △ 절대안전체계 구축을 위한 운영절차 정립 등이 평가에서 높은 점수를 받아 우수기관으로 선정되었다.한편 공사는 이번 평가 결과에 자만하지 않고 코로나 19라는 국가적 재난상황에 지역사회 확산 방지를 위해 총력을 다하고 있다. 코로나가 처음 확산하던 지난 2월부터 상황반을 운영하고 역사 및 전동차 방역 실시, 전동차 내 안내방송 및 행선안내게시기 문자 표출을 이용하여 시민들에게 마스크 착용 독려 및 감염 예방 생활수칙을 지속적으로 홍보하는 등 재난상황에 적극 대비하고 있다.부산교통공사 이종국 사장은 공사는 도시철도를 이용하시는 시민의 안전을 최우선 과제로 두고 있으며 이 같은 노력을 인정받아 2년 연속 국가핵심기반 재난관리평가 우수등급을 달성했다며 이번 평가 결과를 바탕으로 부족한 부분을 보완해 더욱더 안전하고 편리한 도시철도 서비스를 제공할 수 있도록 끊임없이 노력하겠다고 말했다.",2020.9.25,부산교통공사
"419,583","한국철도, 대전 소상공인 위한 금융지원 나서","한국철도, 대전 소상공인 위한 금융지원 나서- 대전상인연합회-하나은행과 업무협약 체결동반성장 위한 상생자금출연△ 한국철도가 24일 오전 대전 본사에서 대전상인연합회, 하나은행과 함께 대전 소상공인 금융지원 활성화를 위한 업무협약을 체결했다.(사진 오른쪽부터 김종현 한국철도 재무경영실장, 구범림 대전상인연합회장, 윤순기 하나은행 충청영업그룹 총괄대표)■ 한국철도(코레일)가 24일 대전 본사에서 대전상인연합회하나은행과 업무협약을 체결하고, 전통시장 상인 등 대전 지역 소상공인에 대한 금융지원 활성화를 위해 힘을 모으기로 했다.ㅇ 앞서 한국철도는 협력 은행에 레일플러스 상생자금을 출연하고 중소협력사에 대출 우대금리를 간접 지원해왔으며, 이번 협약을 통해 전통시장 등 소상공인까지 대상을 확대했다.ㅇ 이에 따라 대전에 사업장을 둔 소상공인은 10월 중순부터 하나은행 영업점을 통해 대출을 신청하면 우대금리를 지원받을 수 있다.■ 김종현 한국철도 재무경영실장은 앞으로도 지역사회와 동반성장하기 위해 노력하고 공기업으로서 책임을 다하겠다고 말했다.",2020.9.24,한국철도공사
"419,582","한국철도, 코로나19 예방 위해 ‘추석 안전여행 캠페인’","한국철도, 코로나19 예방 위해 추석 안전여행 캠페인- 입석으로 구간연장 금지, 무표객 강제하차 및 10배 부가금 징수■ 한국철도(코레일)가 추석을 앞두고 모두가 안전한 철도를 만들기 위한 추석 안전여행 캠페인을 시행한다.■ 이번 캠페인은 명절 대수송 기간(9.29~10.4) 코로나19 확산을 예방하고, 열차를 타고 고향을 찾는 이용객을 보호하기 위해 실시한다.ㅇ 열차 내에서 이용 구간을 연장 요청하거나, 승차권 없이 열차에 타서 차내 발매를 요청하는 경우 입석이 발생하는 점을 고려해, 이번 추석 명절기간에 한해 별도의 운행 기준을 정하고 사전에 캠페인을 통해 널리 알리기로 한 것이다.■ 추석 안전 여행을 위한 열차 이용방법은 다음과 같다.ㅇ 반드시 승차권에 표시된 구간 내에서 이용하셔야 합니다.ㅇ 매진된 열차 안에서 이용구간 연장을 요청하면 입석이 발생하므로 연장처리가 안됩니다.ㅇ 승차권 없이 무표로 승차하거나, 다른 열차의 승차권을 갖고 승차하시면 안됩니다.ㅇ 매진된 열차에서 승차권에 표시된 구간을 벗어나서 이용하거나 정당한 승차권 없이 승차한 경우 다음역에서 하차해야 하며, 이미 이용한 구간에 대해서는 구간 운임과 그 운임의 10배 부가운임을 징수합니다.■ 앞서 한국철도는 승객간 거리두기를 위해 추석명절 승차권 예매 기간에 창가 좌석만 구입할 수 있도록 제한을 두었으며, 열차 내 혼잡도를 완화하기 위해 입석 발매도 중단했다.ㅇ 다만, 창가 좌석발매 시스템 적용 전 이미 예매가 완료된 IT 취약계층(경로장애인)의 승차권 중에서, 보호자의 동행이 필요한 경우 등에 한해 통로 측 인접좌석을 발매했다.■ 한국철도는 승객간 거리두기를 실천해 안전하게 여행할 수 있도록 별도의 기준을 마련하고, 이미 시행중인 마스크 필수 착용과 음식물 취식 금지와 함께 불가피한 조치임을 양해 바란다고 밝혔다.■ 손병석 한국철도 사장은 코로나19 확산을 예방하기 위해 명절 기간 열차 내 운영 기준을 정했다며 모두 힘든 시기에 안전하고 편리한 고향길을 위해 협조를 부탁드리며, 앞으로 더 나은 안전 서비스로 보답하겠다고 말했다.",2020.9.24,한국철도공사
"419,581","국가철도공단, 노사 공동으로 지역사랑 실천","국가철도공단, 노사 공동으로 지역사랑 실천- 성과급 일부 온누리상품권으로 지급... 지역사회 소상공인 실질적 도움 제공■ 국가철도공단(이사장 김상균)과 국가철도공단노동조합(위원장 문웅현)은 코로나19로 경제적 어려움을 겪고있는 소상공인 등을 지원하기 위해 성과급 중 일부를 온누리상품권으로 지급한다고 23일(수) 밝혔다.○ 공단은 추석을 앞두고 온누리상품권 사용을 촉진하고, 이를 통해 코로나19로 어려움을 겪고있는 소상공인분들께 조금이나마 도움을 줄 것으로 기대하고 있다.■ 한편 공단은 지난 3월 이사장 및 상임이사 등 간부직원 60여명이 성과금의 5%30%를 자발적으로 반납하여 약 1억 4천만원 상당을 취약계층에 지원한 바 있다.■ 김상균 이사장은 추석을 맞아 임직원들이 온누리상품권을 적극 사용하여 지역 소상공인들에게 실질적인 도움이 될 수 있길 기대한다.며 앞으로도 지역 상생을 위해 노사가 함께 뜻을 모으겠다.고 말했다.",2020.9.24,국가철도공단
"419,580","철도연, 세계 최초 5G기반 열차자율주행시스템 기술 시험 성공","철도연, 세계 최초 5G기반 열차자율주행시스템 기술 시험 성공- 중앙집중식 제어에서 열차 스스로 제어하는 방식으로 변화- 수송력 30% 증대운행 간격 30% 단축으로 효율적 열차 운영 가능한국철도기술연구원(원장 나희승, 이하 철도연)은 세계 최초로 5G 통신기반의 열차자율주행시스템 핵심 제어기술을 개발했다.철도연은 오송 철도종합시험선로에 4월부터 2대의 축소시험차량으로 시험을 진행 중이다.지난 1월, SK텔레콤과 기술협력을 위한 협약을 맺고 세계 최초의 5G 통신기반 스마트 테스트 베드를 함께 구축하여 협력하고 있다.열차의 위치만 고려하던 기존의 제어방식에서 벗어나 위치 및 속도, 제동거리 등 선행열차의 주행 정보를 실시간으로 반영하여 열차 간 안전간격을 단축하는 간격 제어기술과 열차와 열차가 직접 통신하여 분기기를 제어하는 분기 제어기술에 대한 시험을 진행했다.열차 간 정밀 간격 제어를 시험 중인 축소 시험차량(오송 철도종합시험선로)",2020.9.24,한국철도기술연구원
"419,579","철도연, 신남방 중심국가 베트남 철도발전을 위한 화상 세미나","철도연, 신남방 중심국가 베트남 철도발전을 위한 화상 세미나- 고속철도 기술기준 및 철도인프라 유지보수규정 컨설팅 결과 발표한국철도기술연구원(이하 철도연, 원장 나희승)은 9월 22일과 23일 이틀간 고속철도 기술기준 및 철도인프라 유지보수규정에 관한 한-베 철도협력 세미나를 화상으로 개최했다.철도연이 코이카(KOICA, 한국국제협력단)의 베트남 교통분야 DEEP(Development Experience Exchange Partnership) 사업으로 수행한 베트남의 북남고속철도 기술기준 정립 및 국가철도 인프라 유지보수 절차 개선을 위한 컨설팅 결과가 발표됐다.코이카, 한국철도공사, 베트남 교통부 및 베트남 철도청과 공동으로 개최했으며, 베트남의 철도공사, 등록청, 철도사업관리본부, 교통개발전략연구원, 교통과학기술연구원, 교통기술대학교, 하노이 철도유지관리회사 등 베트남 철도 관계기관에서 100여 명이 함께 했다.차량, 궤도 및 토목, 전기 및 신호통신 등 고속철도 기술기준 관련 3개 세션과, 철도인프라 유지보수에 관한 1개 세션으로 진행됐다.한국의 고속철도 기술기준 체계 및 설계기준과 고속철도사업 진행 시 적용한 기술기준 사례를 소개하고, 베트남 고속철도사업을 위한 기술기준 정립의 기본방향 및 베트남 고속철도 기술기준의 주요 목차안을 제시했다.한국의 철도 유지보수 체계 및 규정을 소개하고, 베트남 철도인프라 유지보수절차 규정의 개선안을 제시했다. 특히, 한국철도공사의 유지보수 분야 전문가가 함께 베트남 철도 효율화를 위한 양국의 협력 방안을 모색했다.철도연은 2005년부터 베트남 교통부와 철도분야 교류 협력을 지속하고 있다. 나짱~호치민, 하노이~빙, 비엔화~붕타우 간 고속철도 타당성 조사, 호치민 및 하노이 메트로 타당성 조사 등을 수행했다.응웬 후이 히엔 베트남 철도청 부청장은, 베트남 북남고속철도 도입과 국가철도 유지보수 효율화를 위한 정책 수립에 매우 큰 도움이 됐다. 앞으로 한국과 베트남의 철도협력이 더 활성화되기를 희망한다며 컨설팅 결과와 세미나에 만족감을 드러냈다.나희승 철도연 원장은 한-베트남 양국의 철도분야 교류 협력 활성화를 기반으로 한국철도산업의 베트남 진출이 이루어질 수 있도록 더욱 노력하겠다며한국철도와 아시아, 유럽 등 철도 연결과 네트워크 구축에 대한 전 세계의 기대가 높아짐에 따라 동남아시아에서 발전 잠재력이 높은 베트남과의 신남방 협력은 의미가 큰 만큼 실질적인 성과를 낼 수 있도록 철도기술 교류와 협력을 확대하겠다고 전했다.한-베트남 철도협력세미나에 참가한 베트남 관계자, 왼쪽에서 여섯 번째 조한덕 코이카 베트남사무소장, 일곱 번째 응웬 후이 히엔 베트남 철도청 부청장(베트남 롯데호텔하노이)",2020.9.24,한국철도기술연구원
